IATA,Name,City,Country_y,Alpha-2 code
YRS,Red Sucker Lake Airport,Red Sucker Lake,Canada,CA
YRT,Rankin Inlet Airport,Rankin Inlet,Canada,CA
YRV,Revelstoke Airport,Revelstoke,Canada,CA
YSB,Sudbury Airport,Falconbridge,Canada,CA
YSC,Sherbrooke Airport,Sherbrooke,Canada,CA
YSE,Squamish Airport,Squamish,Canada,CA
YSF,Stony Rapids Airport,Stony Rapids,Canada,CA
YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Canada,CA
YSJ,Saint John Airport,Saint John,Canada,CA
YSK,Sanikiluaq Airport,Sanikiluaq,Canada,CA
YSL,St Leonard Airport,St Leonard,Canada,CA
YSM,Fort Smith Airport,Fort Smith,Canada,CA
YCM,St. Catharines Niagara District Airport,Niagara-on-the-lake,Canada,CA
YSP,Marathon Airport,Marathon,Canada,CA
YST,St. Theresa Point Airport,St. Theresa Point,Canada,CA
YSU,Summerside Airport,Summerside,Canada,CA
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,CA
YTA,Pembroke Airport,Pembroke,Canada,CA
YTE,Cape Dorset Airport,Cape Dorset,Canada,CA
YTF,Alma Airport,Alma,Canada,CA
YTH,Thompson Airport,Thompson,Canada,CA
YTL,Big Trout Lake Airport,Big Trout Lake,Canada,CA
YTQ,Tasiujaq Airport,Tasiujaq,Canada,CA
YTR,CFB Trenton,Trenton,Canada,CA
YTS,Timmins Victor M. Power Airport,Timmins,Canada,CA
YTZ,Billy Bishop Toronto City Airport,Toronto,Canada,CA
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,CA
YUL,Montréal-Pierre Elliott Trudeau International Airport,Dorval,Canada,CA
YUT,Repulse Bay Airport,Repulse Bay,Canada,CA
YUX,Hall Beach Airport,Hall Beach,Canada,CA
YUY,Rouyn-Noranda Airport,McWatters,Canada,CA
YVB,Bonaventure Airport,Bonaventure,Canada,CA
YVC,La Ronge (Barber Field) Airport,La Ronge,Canada,CA
YVG,Vermilion Airport,Vermilion,Canada,CA
YVE,Vernon Airport,Vernon,Canada,CA
YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,Canada,CA
YVO,Val-d'Or Airport,Bourlamaque,Canada,CA
YVP,Kuujjuaq Airport,Kuujjuaq,Canada,CA
YVQ,Norman Wells Airport,Norman Wells,Canada,CA
YVR,Vancouver International Airport,Richmond,Canada,CA
YVT,Buffalo Narrows Airport,Buffalo Narrows,Canada,CA
YVV,Wiarton Airport,Wiarton,Canada,CA
YVZ,Deer Lake Airport,Deer Lake,Canada,CA
YWA,Petawawa Airport,Petawawa,Canada,CA
YFJ,Wekweeti Airport,Wekweeti,Canada,CA
YWG,Winnipeg James Armstrong Richardson International Airport,Winnipeg,Canada,CA
YWH,Victoria Harbour Airport,Victoria,Canada,CA
YWJ,Deline Airport,Deline,Canada,CA
YWK,Wabush Airport,Wabush,Canada,CA
YWL,Williams Lake Airport,Williams Lake,Canada,CA
YWP,Webequie Airport,Webequie,Canada,CA
YWY,Wrigley Airport,Wrigley,Canada,CA
YXC,Cranbrook / Canadian Rockies Airport,Cranbrook,Canada,CA
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,CA
YXH,Medicine Hat Airport,Medicine Hat,Canada,CA
YXJ,Fort St. John Airport,Fort Saint John,Canada,CA
YXK,Rimouski Airport,Rimouski,Canada,CA
YXL,Sioux Lookout Airport,Sioux Lookout,Canada,CA
YXN,Whale Cove Airport,Whale Cove,Canada,CA
YXP,Pangnirtung Airport,Pangnirtung,Canada,CA
YXQ,Beaver Creek Airport,Beaver Creek,Canada,CA
YXR,Earlton (Timiskaming Regional) Airport,Earlton,Canada,CA
YXS,Prince George Airport,Prince George,Canada,CA
YXT,Terrace Airport,Terrace,Canada,CA
YXU,London Airport,London,Canada,CA
YXX,Abbotsford Airport,Abbotsford,Canada,CA
YXY,Erik Nielsen Whitehorse International Airport,Whitehorse,Canada,CA
YXZ,Wawa Airport,Wawa,Canada,CA
YYB,North Bay Airport,North Bay,Canada,CA
YYC,Calgary International Airport,Calgary,Canada,CA
YYD,Smithers Airport,Smithers,Canada,CA
YYE,Fort Nelson Airport,Fort Nelson,Canada,CA
YYF,Penticton Airport,Penticton,Canada,CA
YYG,Charlottetown Airport,Charlottetown,Canada,CA
YYH,Taloyoak Airport,Taloyoak,Canada,CA
YYJ,Victoria International Airport,Victoria,Canada,CA
YYL,Lynn Lake Airport,Lynn Lake,Canada,CA
YYM,Cowley Airport,Cowley,Canada,CA
YYN,Swift Current Airport,Swift Current,Canada,CA
YYQ,Churchill Airport,Churchill,Canada,CA
YYR,Goose Bay Airport,Goose Bay,Canada,CA
YYT,St. John's International Airport,Saint John,Canada,CA
YYU,Kapuskasing Airport,Kapuskasing,Canada,CA
YYW,Armstrong Airport,Armstrong,Canada,CA
YYY,Mont-Joli Airport,Mont Jolie,Canada,CA
YYZ,Toronto Pearson International Airport,Mississauga,Canada,CA
YZE,Gore Bay Manitoulin Airport,Gore Bay,Canada,CA
YZF,Yellowknife Airport,Yellowknife,Canada,CA
YZG,Salluit Airport,Salluit,Canada,CA
YZH,Slave Lake Airport,Slave Lake,Canada,CA
YZP,Sandspit Airport,Sandspit,Canada,CA
YZR,Chris Hadfield Airport,Sarnia,Canada,CA
YZS,Coral Harbour Airport,Coral Harbour,Canada,CA
YZT,Port Hardy Airport,Port Hardy,Canada,CA
YZU,Whitecourt Airport,Whitecourt,Canada,CA
YZV,Sept-Iles Airport,Sept-Iles,Canada,CA
YZW,Teslin Airport,Teslin,Canada,CA
YZX,CFB Greenwood,Greenwood,Canada,CA
ZAC,York Landing Airport,York Landing,Canada,CA
YSN,Salmon Arm Airport,Salmon Arm,Canada,CA
YDT,Boundary Bay Airport,Ladner,Canada,CA
ILF,Ilford Airport,Ilford,Canada,CA
ZBF,Bathurst Airport,Bathurst,Canada,CA
ZBM,Bromont (Roland Desourdy) Airport,Bromont,Canada,CA
KES,Kelsey Airport,Kelsey,Canada,CA
ZEM,Eastmain River Airport,Eastmain River,Canada,CA
ZFA,Faro Airport,Faro,Canada,CA
ZFD,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,CA
XPK,Pukatawagan Airport,Pukatawagan,Canada,CA
ZFM,Fort Mcpherson Airport,Fort Mcpherson,Canada,CA
ZFN,Tulita Airport,Tulita,Canada,CA
ZGF,Grand Forks Airport,Grand Forks,Canada,CA
ZGI,Gods River Airport,Gods River,Canada,CA
ZGR,Little Grand Rapids Airport,Little Grand Rapids,Canada,CA
ZHP,High Prairie Airport,High Prairie,Canada,CA
ZJG,Jenpeg Airport,Jenpeg,Canada,CA
ZJN,Swan River Airport,Swan River,Canada,CA
ZKE,Kashechewan Airport,Kashechewan,Canada,CA
YTD,Thicket Portage Airport,Thicket Portage,Canada,CA
MSA,Muskrat Dam Airport,Muskrat Dam,Canada,CA
ZMH,South Cariboo Region / 108 Mile Airport,108 Mile,Canada,CA
PIW,Pikwitonei Airport,Pikwitonei,Canada,CA
ZMT,Masset Airport,Masset,Canada,CA
XPP,Poplar River Airport,Poplar River,Canada,CA
ZPB,Sachigo Lake Airport,Sachigo Lake,Canada,CA
WPC,Pincher Creek Airport,Pincher Creek,Canada,CA
ZPO,Pinehouse Lake Airport,Pinehouse Lake,Canada,CA
ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,CA
ZSJ,Sandy Lake Airport,Sandy Lake,Canada,CA
XSI,South Indian Lake Airport,South Indian Lake,Canada,CA
ZST,Stewart Airport,Stewart,Canada,CA
YDV,Bloodvein River Airport,Bloodvein River,Canada,CA
ZTM,Shamattawa Airport,Shamattawa,Canada,CA
ZUC,Ignace Municipal Airport,Ignace,Canada,CA
ZUM,Churchill Falls Airport,Churchill Falls,Canada,CA
XLB,Lac Brochet Airport,Lac Brochet,Canada,CA
ZWL,Wollaston Lake Airport,Wollaston Lake,Canada,CA
BJA,Soummam Airport,Bejaia,Algeria,DZ
ALG,Houari Boumediene Airport,Algiers,Algeria,DZ
DJG,Djanet Inedbirene Airport,Djanet,Algeria,DZ
VVZ,Illizi Takhamalt Airport,Illizi,Algeria,DZ
QSF,Ain Arnat Airport,Setif,Algeria,DZ
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,DZ
GJL,Jijel Ferhat Abbas Airport,Jijel,Algeria,DZ
MZW,Mecheria Airport,Mecheria,Algeria,DZ
AAE,Annaba Airport,Annabah,Algeria,DZ
CZL,Mohamed Boudiaf International Airport,Constantine,Algeria,DZ
TEE,Cheikh Larbi Tebessi Airport,Tebessi,Algeria,DZ
BLJ,Batna Airport,Batna,Algeria,DZ
TID,Bou Chekif Airport,Tiaret,Algeria,DZ
TIN,Tindouf Airport,Tindouf,Algeria,DZ
CFK,Chlef Aboubakr Belkaid Airport,Chlef,Algeria,DZ
TLM,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,DZ
ORN,Es Senia Airport,Oran,Algeria,DZ
CBH,Bechar Boudghene Ben Ali Lotfi Airport,Bechar,Algeria,DZ
EBH,El Bayadh Airport,El Bayadh,Algeria,DZ
INF,In Guezzam Airport,In Guezzam,Algeria,DZ
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,DZ
BSK,Biskra Airport,Biskra,Algeria,DZ
GHA,Noumerat - Moufdi Zakaria Airport,Ghardaia,Algeria,DZ
HME,Oued Irara Airport,Hassi Messaoud,Algeria,DZ
INZ,In Salah Airport,In Salah,Algeria,DZ
TGR,Touggourt Sidi Madhi Airport,Touggourt,Algeria,DZ
LOO,Laghouat Airport,Laghouat,Algeria,DZ
ELU,Guemar Airport,Guemar,Algeria,DZ
TMX,Timimoun Airport,Timimoun,Algeria,DZ
OGX,Ain el Beida Airport,Ouargla,Algeria,DZ
IAM,In Amenas Airport,Amenas,Algeria,DZ
COO,Cadjehoun Airport,Cotonou,Benin,BJ
DJA,Djougou Airport,Djougou,Benin,BJ
KDC,Kandi Airport,Kandi,Benin,BJ
NAE,Natitingou Airport,Natitingou,Benin,BJ
PKO,Parakou Airport,Parakou,Benin,BJ
SVF,Save Airport,Save,Benin,BJ
XKY,Kaya Airport,Kaya,Burkina Faso,BF
OUG,Ouahigouya Airport,Ouahigouya,Burkina Faso,BF
XDJ,Djibo Airport,Djibo,Burkina Faso,BF
XLU,Leo Airport,Leo,Burkina Faso,BF
PUP,Po Airport,Po,Burkina Faso,BF
XBO,Boulsa Airport,Boulsa,Burkina Faso,BF
XBG,Bogande Airport,Bogande,Burkina Faso,BF
DIP,Diapaga Airport,Diapaga,Burkina Faso,BF
DOR,Dori Airport,Dori,Burkina Faso,BF
FNG,Fada N'gourma Airport,Fada N'gourma,Burkina Faso,BF
XGG,Gorom-Gorom Airport,Gorom-Gorom,Burkina Faso,BF
XKA,Kantchari Airport,Kantchari,Burkina Faso,BF
TMQ,Tambao Airport,Tambao,Burkina Faso,BF
XPA,Pama Airport,Pama,Burkina Faso,BF
ARL,Arly Airport,Arly,Burkina Faso,BF
XSE,Sebba Airport,Sebba,Burkina Faso,BF
TEG,Tenkodogo Airport,Tenkodogo,Burkina Faso,BF
XZA,Zabre Airport,Zabre,Burkina Faso,BF
OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso,BF
BNR,Banfora Airport,Banfora,Burkina Faso,BF
DGU,Dedougou Airport,Dedougou,Burkina Faso,BF
XGA,Gaoua Airport,Gaoua,Burkina Faso,BF
XNU,Nouna Airport,Nouna,Burkina Faso,BF
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,Burkina Faso,BF
TUQ,Tougan Airport,Tougan,Burkina Faso,BF
XDE,Diebougou Airport,Diebougou,Burkina Faso,BF
XAR,Aribinda Airport,Aribinda,Burkina Faso,BF
ACC,Kotoka International Airport,Accra,Ghana,GH
TML,Tamale Airport,Tamale,Ghana,GH
WZA,Wa Airport,Wa,Ghana,GH
KMS,Kumasi Airport,Kumasi,Ghana,GH
NYI,Sunyani Airport,Sunyani,Ghana,GH
TKD,Takoradi Airport,Sekondi-Takoradi,Ghana,GH
ABO,Aboisso Airport,Aboisso,Côte d'Ivoire,CI
ABJ,Port Bouet Airport,Abidjan,Côte d'Ivoire,CI
OGO,Abengourou Airport,Abengourou,Côte d'Ivoire,CI
BXI,Boundiali Airport,Boundiali,Côte d'Ivoire,CI
BQO,Bouna Airport,Bouna,Côte d'Ivoire,CI
BDK,Soko Airport,Bondoukou,Côte d'Ivoire,CI
DIM,Dimbokro Airport,Dimbokro,Côte d'Ivoire,CI
FEK,Ferkessedougou Airport,Ferkessedougou,Côte d'Ivoire,CI
GGN,Gagnoa Airport,Gagnoa,Côte d'Ivoire,CI
GGO,Guiglo Airport,Guiglo,Côte d'Ivoire,CI
BBV,Nero-Mer Airport,Grand-Bereby,Côte d'Ivoire,CI
KEO,Odienne Airport,Odienne,Côte d'Ivoire,CI
OFI,Ouango Fitini Airport,Ouango Fitini,Côte d'Ivoire,CI
SEO,Seguela Airport,Seguela,Côte d'Ivoire,CI
ZSS,Sassandra Airport,Sassandra,Côte d'Ivoire,CI
TXU,Tabou Airport,Tabou,Côte d'Ivoire,CI
ASK,Yamoussoukro Airport,Yamoussoukro,Côte d'Ivoire,CI
ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,NG
ABB,Asaba International Airport,Asaba,Nigeria,NG
BNI,Benin Airport,Benin,Nigeria,NG
CBQ,Margaret Ekpo International Airport,Calabar,Nigeria,NG
ENU,Akanu Ibiam International Airport,Enegu,Nigeria,NG
GMO,Gombe Lawanti International Airport,Gombe,Nigeria,NG
IBA,Ibadan Airport,Ibadan,Nigeria,NG
ILR,Ilorin International Airport,Ilorin,Nigeria,NG
QOW,Sam Mbakwe International Airport,Owerri,Nigeria,NG
JOS,Yakubu Gowon Airport,Jos,Nigeria,NG
KAD,Kaduna Airport,Kaduna,Nigeria,NG
KAN,Mallam Aminu International Airport,Kano,Nigeria,NG
MIU,Maiduguri International Airport,Maiduguri,Nigeria,NG
MDI,Makurdi Airport,Makurdi,Nigeria,NG
LOS,Murtala Muhammed International Airport,Lagos,Nigeria,NG
MXJ,Minna Airport,Minna,Nigeria,NG
PHC,Port Harcourt International Airport,Port Harcourt,Nigeria,NG
SKO,Sadiq Abubakar III International Airport,Sokoto,Nigeria,NG
YOL,Yola Airport,Yola,Nigeria,NG
ZAR,Zaria Airport,Zaria,Nigeria,NG
MFQ,Maradi Airport,Maradi,Niger (the),NE
NIM,Diori Hamani International Airport,Niamey,Niger (the),NE
THZ,Tahoua Airport,Tahoua,Niger (the),NE
AJY,Mano Dayak International Airport,Agadez,Niger (the),NE
RLT,Arlit Airport,Arlit,Niger (the),NE
ZND,Zinder Airport,Zinder,Niger (the),NE
TBJ,Tabarka 7 Novembre Airport,Tabarka,Tunisia,TN
MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,TN
NBE,Enfidha-Hammamet International Airport,Enfidha,Tunisia,TN
TUN,Tunis Carthage International Airport,Tunis,Tunisia,TN
GAF,Gafsa Ksar International Airport,Gafsa,Tunisia,TN
GAE,Gabes Matmata International Airport,Gabès,Tunisia,TN
DJE,Djerba Zarzis International Airport,Djerba,Tunisia,TN
EBM,El Borma Airport,El Borma,Tunisia,TN
SFA,Sfax Thyna International Airport,Sfax,Tunisia,TN
TOE,Tozeur Nefta International Airport,Tozeur,Tunisia,TN
LRL,Niamtougou International Airport,Niamtougou,Togo,TG
LFW,Lome-Tokoin Airport,Lome,Togo,TG
ANR,Antwerp International Airport (Deurne),Antwerp,Belgium,BE
BRU,Brussels Airport,Brussels,Belgium,BE
CRL,Brussels South Charleroi Airport,Brussels,Belgium,BE
KJK,Wevelgem Airport,Wevelgem,Belgium,BE
LGG,Liege Airport,Liege,Belgium,BE
OST,Ostend-Bruges International Airport,Ostend,Belgium,BE
OBL,Oostmalle Air Base,Zoersel,Belgium,BE
AOC,Altenburg-Nobitz Airport,Altenburg,Germany,DE
HDF,Heringsdorf Airport,Heringsdorf,Germany,DE
ZHZ,Halle-Oppin Airport,Oppin,Germany,DE
IES,Riesa-Gohlis Airport,Riesa,Germany,DE
REB,Rechlin-Larz Airport,Larz,Germany,DE
CSO,Cochstedt Airport,Magdeburg,Germany,DE
CBU,Cottbus-Drewitz Airport,Cottbus,Germany,DE
GTI,Rugen Airport,Rugen,Germany,DE
KOQ,Kothen Airport,Kothen,Germany,DE
PEF,Peenemunde Airport,Peenemunde,Germany,DE
BER,Berlin Brandenburg Airport,Berlin,Germany,DE
DRS,Dresden Airport,Dresden,Germany,DE
ERF,Erfurt Airport,Erfurt,Germany,DE
FRA,Frankfurt am Main International Airport,Frankfurt am Main,Germany,DE
FMO,Munster Osnabruck Airport,Munster,Germany,DE
HAM,Hamburg Airport,Hamburg,Germany,DE
CGN,Cologne Bonn Airport,Cologne,Germany,DE
DUS,Dusseldorf International Airport,Dusseldorf,Germany,DE
MUC,Munich International Airport,Munich,Germany,DE
NUE,Nuremberg Airport,Nuremberg,Germany,DE
LEJ,Leipzig Halle Airport,Leipzig,Germany,DE
SCN,Saarbrucken Airport,Saarbrucken,Germany,DE
STR,Stuttgart Airport,Stuttgart,Germany,DE
TXL,Berlin-Tegel International Airport,Berlin,Germany,DE
HAJ,Hannover Airport,Hannover,Germany,DE
BRE,Bremen Airport,Bremen,Germany,DE
HHN,Frankfurt-Hahn Airport,Hahn,Germany,DE
MHG,Mannheim-City Airport,Mannheim,Germany,DE
EIB,Eisenach-Kindel Airport,Eisenach,Germany,DE
KZG,Kitzingen Airport,Kitzingen,Germany,DE
XFW,Hamburg-Finkenwerder Airport,Hamburg,Germany,DE
KEL,Kiel-Holtenau Airport,Kiel,Germany,DE
LBC,Lubeck Blankensee Airport,Lubeck,Germany,DE
EUM,Neumunster Airport,Neumunster,Germany,DE
FMM,Memmingen Allgau Airport,Memmingen,Germany,DE
AAH,Aachen-Merzbruck Airport,Aachen,Germany,DE
BNJ,Bonn-Hangelar Airport,Bonn,Germany,DE
BFE,Bielefeld Airport,Bielefeld,Germany,DE
MGL,Monchengladbach Airport,Monchengladbach,Germany,DE
PAD,Paderborn Lippstadt Airport,Paderborn,Germany,DE
NRN,Niederrhein Airport,Weeze,Germany,DE
DTM,Dortmund Airport,Dortmund,Germany,DE
AGB,Augsburg Airport,Augsburg,Germany,DE
RBM,Straubing Airport,Straubing,Germany,DE
FDH,Friedrichshafen Airport,Friedrichshafen,Germany,DE
QCB,Bamberg-Breitenau Airfield,Bamberg,Germany,DE
BYU,Bayreuth Airport,Bayreuth,Germany,DE
URD,Burg Feuerstein Airport,Ebermannstadt,Germany,DE
HOQ,Hof-Plauen Airport,Hof,Germany,DE
BBJ,Bitburg Airport,Bitburg,Germany,DE
FKB,Karlsruhe Baden-Baden Airport,Baden-Baden,Germany,DE
KSF,Kassel-Calden Airport,Kassel,Germany,DE
EME,Emden Airport,Emden,Germany,DE
AGE,Wangerooge Airport,Wangerooge,Germany,DE
WVN,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,DE
JUI,Juist Airport,Juist,Germany,DE
LGO,Langeoog Airport,Langeoog,Germany,DE
BMK,Borkum Airport,Borkum,Germany,DE
NOD,Norden-Norddeich Airport,Norddeich,Germany,DE
VAC,Varrelbusch Airport,Cloppenburg,Germany,DE
NRD,Norderney Airport,Norderney,Germany,DE
BMR,Baltrum Airport,Baltrum,Germany,DE
HEI,Heide-Busum Airport,Busum,Germany,DE
FLF,Flensburg-Schäferhaus Airport,Flensburg,Germany,DE
HGL,Helgoland-Dune Airport,Helgoland,Germany,DE
QHU,Husum-Schwesing Airport,Husum,Germany,DE
PSH,St. Peter-Ording Airport,Sankt Peter-Ording,Germany,DE
GWT,Westerland Sylt Airport,Westerland,Germany,DE
OHR,Wyk auf Fohr Airport,Wyk auf Fohr,Germany,DE
KDL,Kardla Airport,Kardla,Estonia,EE
URE,Kuressaare Airport,Kuressaare,Estonia,EE
EPU,Parnu Airport,Parnu,Estonia,EE
TLL,Tallinn Airport,Tallinn,Estonia,EE
TAY,Tartu Airport,Tartu,Estonia,EE
ENF,Enontekio Airport,Enontekio,Finland,FI
KEV,Halli Airport,Halli / Kuorevesi,Finland,FI
HEL,Helsinki Vantaa Airport,Helsinki,Finland,FI
IVL,Ivalo Airport,Ivalo,Finland,FI
JOE,Joensuu Airport,Joensuu / Liperi,Finland,FI
JYV,Jyvaskyla Airport,Jyvaskylan Maalaiskunta,Finland,FI
KAU,Kauhava Airport,Kauhava,Finland,FI
KEM,Kemi-Tornio Airport,Kemi / Tornio,Finland,FI
KAJ,Kajaani Airport,Kajaani,Finland,FI
KOK,Kruunupyy Airport,Kokkola / Kruunupyy,Finland,FI
KAO,Kuusamo Airport,Kuusamo,Finland,FI
KTT,Kittila Airport,Kittila,Finland,FI
KUO,Kuopio Airport,Kuopio / Siilinjarvi,Finland,FI
LPP,Lappeenranta Airport,Lappeenranta,Finland,FI
MIK,Mikkeli Airport,Mikkeli,Finland,FI
OUL,Oulu Airport,Oulu / Oulunsalo,Finland,FI
POR,Pori Airport,Pori,Finland,FI
RVN,Rovaniemi Airport,Rovaniemi,Finland,FI
SVL,Savonlinna Airport,Savonlinna,Finland,FI
SJY,Seinajoki Airport,Seinajoki / Ilmajoki,Finland,FI
SOT,Sodankyla Airport,Sodankyla,Finland,FI
TMP,Tampere-Pirkkala Airport,Tampere / Pirkkala,Finland,FI
TKU,Turku Airport,Turku,Finland,FI
UTI,Utti Air Base,Utti / Valkeala,Finland,FI
VAA,Vaasa Airport,Vaasa,Finland,FI
VRK,Varkaus Airport,Varkaus / Joroinen,Finland,FI
LHB,Bruntingthorpe Airport,Bruntingthorpe,United Kingdom of Great Britain and Northern Ireland (the),GB
BFS,Belfast International Airport,Belfast,United Kingdom of Great Britain and Northern Ireland (the),GB
ENK,St Angelo Airport,Enniskillen,United Kingdom of Great Britain and Northern Ireland (the),GB
BHD,George Best Belfast City Airport,Belfast,United Kingdom of Great Britain and Northern Ireland (the),GB
LDY,City of Derry Airport,Derry,United Kingdom of Great Britain and Northern Ireland (the),GB
BHX,Birmingham International Airport,Birmingham,United Kingdom of Great Britain and Northern Ireland (the),GB
CVT,Coventry Airport,Coventry,United Kingdom of Great Britain and Northern Ireland (the),GB
GLO,Gloucestershire Airport,Staverton,United Kingdom of Great Britain and Northern Ireland (the),GB
ORM,Sywell Aerodrome,Northampton,United Kingdom of Great Britain and Northern Ireland (the),GB
NQT,Nottingham Airport,Nottingham,United Kingdom of Great Britain and Northern Ireland (the),GB
GBA,Kemble Airport,Kemble,United Kingdom of Great Britain and Northern Ireland (the),GB
MAN,Manchester Airport,Manchester,United Kingdom of Great Britain and Northern Ireland (the),GB
WFD,Manchester Woodford Airport,Manchester,United Kingdom of Great Britain and Northern Ireland (the),GB
UPV,Upavon Aerodrome,Upavon,United Kingdom of Great Britain and Northern Ireland (the),GB
YEO,RNAS Yeovilton,Yeovil,United Kingdom of Great Britain and Northern Ireland (the),GB
CAL,Campbeltown Airport,Campbeltown,United Kingdom of Great Britain and Northern Ireland (the),GB
EOI,Eday Airport,Eday,United Kingdom of Great Britain and Northern Ireland (the),GB
FIE,Fair Isle Airport,Fair Isle,United Kingdom of Great Britain and Northern Ireland (the),GB
WHS,Whalsay Airport,Whalsay,United Kingdom of Great Britain and Northern Ireland (the),GB
COL,Coll Airport,Coll Island,United Kingdom of Great Britain and Northern Ireland (the),GB
NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom of Great Britain and Northern Ireland (the),GB
OBN,Oban Airport,North Connel,United Kingdom of Great Britain and Northern Ireland (the),GB
PPW,Papa Westray Airport,Papa Westray,United Kingdom of Great Britain and Northern Ireland (the),GB
SOY,Stronsay Airport,Stronsay,United Kingdom of Great Britain and Northern Ireland (the),GB
NDY,Sanday Airport,Sanday,United Kingdom of Great Britain and Northern Ireland (the),GB
LWK,Lerwick / Tingwall Airport,Lerwick,United Kingdom of Great Britain and Northern Ireland (the),GB
WRY,Westray Airport,Westray,United Kingdom of Great Britain and Northern Ireland (the),GB
CSA,Colonsay Airstrip,Colonsay,United Kingdom of Great Britain and Northern Ireland (the),GB
HAW,Haverfordwest Airport,Haverfordwest,United Kingdom of Great Britain and Northern Ireland (the),GB
CWL,Cardiff International Airport,Cardiff,United Kingdom of Great Britain and Northern Ireland (the),GB
SWS,Swansea Airport,Swansea,United Kingdom of Great Britain and Northern Ireland (the),GB
BRS,Bristol International Airport,Bristol,United Kingdom of Great Britain and Northern Ireland (the),GB
LPL,Liverpool John Lennon Airport,Liverpool,United Kingdom of Great Britain and Northern Ireland (the),GB
LTN,London Luton Airport,London,United Kingdom of Great Britain and Northern Ireland (the),GB
LEQ,Land's End Airport,Land's End,United Kingdom of Great Britain and Northern Ireland (the),GB
ISC,St. Mary's Airport,St. Mary's,United Kingdom of Great Britain and Northern Ireland (the),GB
BOH,Bournemouth Airport,Bournemouth,United Kingdom of Great Britain and Northern Ireland (the),GB
SOU,Southampton Airport,Southampton,United Kingdom of Great Britain and Northern Ireland (the),GB
BBP,Bembridge Airport,Bembridge,United Kingdom of Great Britain and Northern Ireland (the),GB
NQY,Newquay Cornwall Airport,Newquay,United Kingdom of Great Britain and Northern Ireland (the),GB
QUG,Chichester/Goodwood Airport,Chichester,United Kingdom of Great Britain and Northern Ireland (the),GB
